data_point,location
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,0
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,6
2,6
2,6
2,6
2,6
2,6
2,6
2,6
2,6
2,6
2,5
2,5
2,5
2,5
2,5
2,5
2,5
2,5
2,5
2,5
2,5
2,5
2,5
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,0
2,0
2,0
2,0
2,0
2,0
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,7
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,0
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,3
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,4
2,0
2,0
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,1
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,8
2,0
2,7
2,7
2,7
2,7
2,7
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,2
3,0
3,4
3,4
3,4
3,4
3,4
3,4
3,4
3,4
3,4
3,4
3,4
3,4
3,4
3,4
3,4
3,4
3,0
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,6
3,0
3,0
3,7
3,0
3,0
3,7
3,7
3,7
3,0
3,0
3,0
3,0
3,0
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,7
3,8
3,8
3,8
3,8
3,8
3,8
3,8
3,8
3,8
3,8
3,8
3,8
3,0
3,0
3,0
3,0
3,0
3,0
3,0
3,3
3,3
3,3
3,3
3,3
3,3
3,0
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,5
3,0
3,0
3,1
3,1
3,1
3,1
3,1
3,1
3,1
3,2
3,2
3,2
3,2
3,2
3,2
3,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,0
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,0
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,6
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,0
4,8
4,8
4,8
4,8
4,8
4,8
4,8
4,0
4,0
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,5
4,0
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,2
4,3
4,3
4,3
4,3
4,3
4,3
4,3
4,0
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,1
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,7
4,0
4,0
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,0
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,0
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,1
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,2
5,3
5,3
5,3
5,3
5,3
5,3
5,3
5,3
5,3
5,3
5,0
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,4
5,0
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,0
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,7
5,0
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,8
5,0
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,5
5,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,2
6,0
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,5
6,0
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,3
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,0
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,6
6,4
6,4
6,4
6,4
6,4
6,4
6,0
6,0
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,1
6,8
6,8
6,8
6,8
6,8
6,8
6,8
6,8
6,8
6,8
6,8
6,8
6,8
6,8
6,8
6,8
6,8
6,8
6,0
6,7
6,7
6,7
6,7
6,7
6,7
6,7
6,0
7,0
7,0
7,0
7,0
7,0
7,0
7,0
7,0
7,0
7,0
7,0
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,1
7,0
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,4
7,5
7,5
7,5
7,5
7,5
7,5
7,0
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,7
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,0
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,2
7,3
7,3
7,3
7,3
7,3
7,3
7,3
7,3
7,3
7,3
7,0
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,6
7,0
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,8
7,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,0
8,2
8,2
8,2
8,2
8,0
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,0
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,2
8,0
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,1
8,0
8,8
8,8
8,8
8,8
8,8
8,8
8,0
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,7
8,0
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,6
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,5
8,0
8,3
8,3
8,3
8,3
8,3
8,3
8,3
8,3
8,0
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,4
8,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,5
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,0
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,1
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,8
9,0
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,6
9,0
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,4
9,0
9,0
9,0
9,0
9,6
9,0
9,0
9,0
9,6
9,6
9,6
9,0
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
9,7
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,0
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,0
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,3
10,0
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,4
10,5
10,5
10,5
10,5
10,5
10,5
10,5
10,5
10,5
10,5
10,5
10,5
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,0
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,7
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,6
10,0
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,2
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,1
10,8
10,8
10,8
10,8
10,8
10,8
10,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,4
11,3
11,3
11,3
11,3
11,3
11,3
11,3
11,3
11,3
11,3
11,0
11,1
11,1
11,1
11,1
11,1
11,1
11,1
11,1
11,1
11,0
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,0
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,7
11,0
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,0
11,5
11,5
11,5
11,5
11,5
11,5
11,5
11,6
11,6
11,6
11,6
11,6
11,6
11,6
11,0
11,0
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,8
11,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,8
12,0
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,4
12,0
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,3
12,0
12,0
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,1
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,2
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,0
12,6
12,6
12,6
12,6
12,6
12,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,3
13,0
13,0
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,0
13,8
13,8
13,8
13,8
13,8
13,8
13,8
13,8
13,8
13,0
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,6
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,0
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,2
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,1
13,8
13,8
13,8
13,8
13,8
13,8
13,8
13,8
13,0
13,7
13,7
13,7
13,7
13,7
13,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,0
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,1
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,0
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,0
14,5
14,5
14,5
14,5
14,5
14,5
14,5
14,5
14,5
14,5
14,5
14,5
14,5
14,6
14,6
14,6
14,6
14,6
14,6
14,6
14,6
14,6
14,6
14,6
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,7
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,8
14,0
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,2
14,0
14,5
14,5
14,5
14,5
14,5
14,5
14,5
14,0
14,6
14,6
14,6
14,6
14,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,0
15,5
15,5
15,5
15,5
15,5
15,5
15,5
15,5
15,5
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,6
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,0
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,2
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,8
15,8
15,8
15,8
15,8
15,8
15,8
15,8
15,8
15,0
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,8
15,0
15,7
15,7
15,7
15,7
15,7
15,7
15,7
15,7
15,7
15,7
15,7
15,0
15,4
15,4
15,4
15,4
15,4
15,4
15,4
15,4
15,4
15,4
15,0
15,0
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,1
15,0
15,3
15,3
15,3
15,3
15,3
15,3
15,3
15,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,0
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,0
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,3
16,0
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,6
16,0
16,4
16,4
16,4
16,4
16,4
16,4
16,4
16,4
16,4
16,0
16,2
16,2
16,2
16,2
16,2
16,2
16,2
16,2
16,2
16,2
16,2
16,2
16,2
16,2
16,0
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,1
16,0
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,8
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,7
16,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,3
17,3
17,3
17,3
17,3
17,3
17,3
17,3
17,3
17,3
17,3
17,3
17,0
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,7
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,0
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,2
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,0
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,6
17,6
17,6
17,6
17,6
17,6
17,6
17,6
17,6
17,0
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,8
17,1
17,1
17,1
17,1
17,1
17,1
17,1
17,1
17,1
17,1
17,1
17,1
17,0
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,5
17,0
17,0
17,0
17,0
17,0
17,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,0
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,5
18,0
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,4
18,0
18,3
18,3
18,3
18,3
18,3
18,3
18,3
18,3
18,3
18,0
18,6
18,6
18,6
18,6
18,6
18,6
18,6
18,6
18,6
18,6
18,6
18,6
18,6
18,6
18,6
18,6
18,6
18,6
18,0
18,8
18,8
18,8
18,8
18,8
18,8
18,8
18,8
18,8
18,8
18,8
18,8
18,8
18,8
18,0
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,0
18,7
18,7
18,7
18,7
18,7
18,7
18,7
18,7
18,7
18,7
18,7
18,7
18,7
18,7
18,7
18,7
18,7
18,0
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,1
18,2
18,2
18,2
18,2
18,2
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,0
19,2
19,2
19,2
19,2
19,2
19,2
19,2
19,2
19,2
19,2
19,2
19,2
19,2
19,2
19,2
19,2
19,2
19,0
19,0
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,5
19,0
19,0
19,0
19,0
19,5
19,0
19,0
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,3
19,0
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,1
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,8
19,0
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,7
19,6
19,6
19,6
19,6
19,6
19,6
19,6
19,6
19,6
19,6
19,6
19,0
19,0
19,0
19,0
19,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,0
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,1
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,2
20,3
20,3
20,3
20,3
20,3
20,3
20,3
20,3
20,3
20,3
20,0
20,4
20,4
20,4
20,4
20,3
20,3
20,0
20,0
20,4
20,4
20,4
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,5
20,0
20,0
20,6
20,6
20,6
20,6
20,6
20,6
20,0
20,8
20,8
20,8
20,8
20,8
20,8
20,0
20,0
20,8
20,8
20,8
20,0
20,0
20,0
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,8
20,0
20,7
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,0
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,7
20,0
20,0
20,3
20,3
20,3
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,0
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,2
21,0
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,0
21,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
21,1
21,0
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
21,8
